pathway_namespace	pathway_identifier	pathway_name	snps
reactome	R-HSA-449147	Signaling by Interleukins	rs10889677,rs11574637,rs968451,rs10871454,rs484959,rs4143832,rs12821256,rs17810546,rs2121875,rs2310173,rs10748128,rs2070600,rs6761276,rs1420101,rs11618202,rs3758354,rs3024505,rs2981579,rs9290936,rs10758669,rs706779,rs5498,rs3194051,rs441051,rs3118470,rs9480865,rs1033180,rs801114,rs13236689,rs17066096,rs1800693,rs1893217,rs7626795,rs7209435,rs2284033,rs5743289,rs9302752,rs7665090,rs12251307,rs11979158,rs17291650,rs1342326,rs6056,rs10898392,rs3885683,rs5945326,rs9642880,rs1876518,rs6687758,rs4338740,rs398652,rs339969,rs7574865,rs4764039,rs2066808,rs7578326,rs1378942,rs3743200,rs3213094,rs11071559,rs2413583,rs2084385,rs9803659,rs3782181,rs3093030,rs2114039,rs2870946,rs892055,rs872071,rs2546890,rs809736,rs11107116,rs1295686,rs7025486,rs2300603,rs7090512,rs2075726,rs11150610,rs12203592,rs1837253,rs340029,rs3771166,rs995030,rs1350666,rs1126757,rs501764,rs454305,rs40457,rs2755237,rs4788084,rs2153960,rs3805236,rs11209026,rs860413,rs2283792,rs485499,rs9282641,rs2160519,rs2201841,rs1799969,rs3743266,rs1366594,rs3027409,rs10045431,rs3790567,rs3806932,rs12720356,rs2032794,rs3784609,rs17369571,rs11065987,rs1127065,rs8035957,rs9888739,rs9472138,rs2104286,rs10501570,rs167769,rs4767631,rs8016947,rs1321311,rs10137082,rs4129267,rs20541,rs7911500,rs10444502,rs17030613,rs280519,rs744910,rs2076756,rs1801275,rs4764043,rs1059513,rs1436109,rs7023329,rs6897932,rs4925386,rs4795067,rs4537545,rs152528,rs4636294,rs17148090,rs786870,rs11465804,rs3821236,rs4601609,rs2439312,rs7517847,rs495366,rs744166,rs12279261,rs1484170,rs11898505,rs10243024,rs290986,rs749005,rs1458038,rs4072037,rs1219648,rs6691170,rs7677751,rs11158493,rs6051520,rs9357155,rs6441286,rs2943641,rs831571
reactome	R-HSA-2586552	Signaling by Leptin	rs1892534,rs744166,rs12753193,rs2943641,rs7578326,rs10758669
reactome	R-HSA-5637815	Signaling by Ligand-Responsive EGFR Variants in Cancer	rs3805236,rs11979158
reactome	R-HSA-6806834	Signaling by MET	rs2158836,rs744166,rs6673480,rs441051,rs1755289,rs10243024,rs2275215,rs3805236,rs7044529,rs10810865,rs2242285,rs4925386,rs525410,rs946053,rs10874639,rs1893217,rs10889353,rs1167998,rs7937,rs2562784
reactome	R-HSA-8852405	Signaling by MST1	rs3197999
reactome	R-HSA-1181150	Signaling by NODAL	rs9480865,rs2153960,rs744910
reactome	R-HSA-157118	Signaling by NOTCH	rs6670655,rs798766,rs2236653,rs9642880,rs404860,rs744910,rs11065611,rs1926203,rs2597513,rs9296015,rs4917014,rs11984041,rs10276619,rs3131296,rs4132601,rs12484776,rs11220462,rs443198,rs139909,rs9623117,rs12423712,rs8192917,rs9357155,rs10483853,rs11979158,rs4601609,rs831571,rs2273061
reactome	R-HSA-1980143	Signaling by NOTCH1	rs11984041,rs12423712,rs2597513,rs10483853,rs9642880,rs2273061
reactome	R-HSA-2691230	Signaling by NOTCH1 HD Domain Mutants in Cancer	rs2273061
reactome	R-HSA-2894858	Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer	rs11984041,rs12423712,rs2597513,rs9642880,rs2273061
reactome	R-HSA-2644602	Signaling by NOTCH1 PEST Domain Mutants in Cancer	rs11984041,rs12423712,rs2597513,rs9642880,rs2273061
reactome	R-HSA-2644603	Signaling by NOTCH1 in Cancer	rs11984041,rs12423712,rs2597513,rs9642880,rs2273061
reactome	R-HSA-2660825	Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant	rs2273061
reactome	R-HSA-1980145	Signaling by NOTCH2	rs8192917,rs2273061
reactome	R-HSA-9012852	Signaling by NOTCH3	rs4917014,rs10276619,rs4132601,rs11979158,rs798766,rs6670655,rs2273061
reactome	R-HSA-9013694	Signaling by NOTCH4	rs3131296,rs443198,rs798766,rs404860,rs744910,rs1926203,rs9357155,rs2273061,rs831571,rs9296015
reactome	R-HSA-187037	Signaling by NTRK1 (TRKA)	rs12593813,rs4130047,rs10748128,rs744166,rs2283792,rs1366594,rs678962,rs7578326,rs1755289,rs17291650,rs7587928,rs2502731,rs1011731,rs10810865,rs2943641,rs2241423,rs8085804
reactome	R-HSA-9006115	Signaling by NTRK2 (TRKB)	rs10748128,rs3805236,rs4764039,rs4764043,rs6265,rs13088462,rs2160519
reactome	R-HSA-9034015	Signaling by NTRK3 (TRKC)	rs2943641,rs7578326,rs9806762
reactome	R-HSA-166520	Signaling by NTRKs	rs12593813,rs7561273,rs2842483,rs4130047,rs744166,rs9806762,rs1755289,rs17291650,rs7587928,rs3805236,rs10810865,rs4764043,rs2283792,rs2160519,rs10748128,rs4764039,rs1366594,rs13088462,rs10512049,rs678962,rs7578326,rs2502731,rs1011731,rs6265,rs2943641,rs2241423,rs8085804
reactome	R-HSA-9006927	Signaling by Non-Receptor Tyrosine Kinases	rs1350666,rs744166,rs2069408,rs10876993,rs1484170,rs11979158,rs1552224,rs741301,rs10488031,rs6455128,rs673604,rs2032794,rs8102137,rs13230047,rs11984075,rs7579899,rs2439312
reactome	R-HSA-9006931	Signaling by Nuclear Receptors	rs1350666,rs501764,rs495366,rs2068888,rs3807989,rs291353,rs1529672,rs454305,rs1547374,rs6761,rs6902771,rs3790844,rs9642880,rs2153960,rs9480865,rs3753242,rs1789924,rs10800098,rs2283792,rs1435703,rs2504063,rs1999805,rs12484776,rs543650,rs139909,rs9623117,rs4132509,rs1789891,rs2229741,rs285480,rs11979158,rs9803659,rs4601609,rs1746048
reactome	R-HSA-5638302	Signaling by Overexpressed Wild-Type EGFR in Cancer	rs1350666,rs11979158,rs454305
reactome	R-HSA-186797	Signaling by PDGF	rs744166,rs10895547,rs167769,rs2114039,rs7319311,rs783147,rs7677751,rs2032794,rs7044529,rs3742207,rs1059513
reactome	R-HSA-8848021	Signaling by PTK6	rs1350666,rs744166,rs2069408,rs10876993,rs1484170,rs11979158,rs1552224,rs741301,rs10488031,rs6455128,rs673604,rs2032794,rs8102137,rs13230047,rs11984075,rs7579899,rs2439312
reactome	R-HSA-6802949	Signaling by RAS mutants	rs6056,rs10444502,rs4767631,rs7025486,rs1378942,rs1127065,rs2032794,rs1876518,rs786870,rs2283792,rs10758669,rs11065987
reactome	R-HSA-376176	Signaling by ROBO receptors	rs1574192,rs1379659,rs768048,rs12580100,rs6604026,rs3889237,rs4282339,rs10507380,rs7504990,rs9357155,rs2280401,rs2084385,rs1746048,rs882300,rs831571
reactome	R-HSA-9006934	Signaling by Receptor Tyrosine Kinases	rs2115386,rs2842483,rs1350666,rs454305,rs891088,rs6673480,rs17086609,rs7319311,rs12540874,rs3805236,rs12821256,rs3753242,rs2283792,rs2121875,rs3800569,rs2160519,rs10748128,rs999943,rs946053,rs10874639,rs1366594,rs2943641,rs10512049,rs543650,rs802734,rs1004446,rs10488031,rs1167998,rs2032794,rs4132509,rs2981579,rs1011731,rs6265,rs11984075,rs7937,rs3197999,rs8085804,rs17369571,rs10758669,rs4130047,rs2306677,rs441051,rs10495928,rs2859631,rs7587928,rs2275215,rs13230047,rs9472138,rs8043440,rs2242285,rs525410,rs1999805,rs10895547,rs9923451,rs167769,rs1893217,rs5742692,rs17291650,rs2241423,rs11979158,rs12593813,rs2158836,rs17036350,rs9806762,rs3184504,rs17083844,rs741301,rs1876518,rs534870,rs4338740,rs7044529,rs10810865,rs4764043,rs1059513,rs2504063,rs4925386,rs4764039,rs6710518,rs13088462,rs7578326,rs10889353,rs783147,rs152528,rs1378942,rs3780792,rs9574565,rs2562784,rs2084385,rs2439312,rs1746048,rs3782181,rs7561273,rs744166,rs3807989,rs1484170,rs7111341,rs2114039,rs6761,rs6902771,rs1755289,rs10243024,rs1458038,rs12344583,rs1219648,rs678962,rs7677751,rs3889237,rs4821544,rs2502731,rs6051520,rs3742207,rs995030,rs7873102
reactome	R-HSA-5362517	Signaling by Retinoic Acid	rs2068888,rs1789891,rs1529672,rs1789924,rs10800098,rs285480,rs1435703
reactome	R-HSA-194315	Signaling by Rho GTPases	rs6845865,rs5031002,rs438034,rs735854,rs6625163,rs3753242,rs2283792,rs1354034,rs6699417,rs4821469,rs1007738,rs212388,rs4906172,rs2062583,rs1738074,rs11712165,rs7671167,rs9315204,rs3780792,rs3776331,rs4838605,rs7660702,rs11842874,rs6063312,rs2084385,rs10776612,rs5919432,rs8042680,rs4742269,rs1493682,rs2869967,rs5751614,rs2735839,rs7112925,rs801114,rs437943,rs12344583,rs9929218,rs11158493,rs3889237,rs4821544,rs1552224,rs10411210
reactome	R-HSA-1433557	Signaling by SCF-KIT	rs744166,rs3184504,rs17083844,rs3889237,rs12540874,rs12821256,rs995030,rs10758669,rs3782181
reactome	R-HSA-170834	Signaling by TGF-beta Receptor Complex	rs1063192,rs4939827,rs3219090,rs9642880,rs7905537,rs2302189,rs744910,rs16912145,rs12423712,rs3753242
reactome	R-HSA-3304351	Signaling by TGF-beta Receptor Complex in Cancer	rs744910
reactome	R-HSA-9006936	Signaling by TGF-beta family members	rs1859156,rs1063192,rs17760296,rs4939827,rs3219090,rs9642880,rs7905537,rs2302189,rs744910,rs7789197,rs10021303,rs16912145,rs12423712,rs5943057,rs227731,rs3753242,rs967417
reactome	R-HSA-2404192	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	rs1458038,rs10748128,rs1219648,rs7578326,rs1004446,rs152528,rs4338740,rs3805236,rs2981579,rs6051520,rs5742692,rs2943641,rs17369571,rs2121875
reactome	R-HSA-194138	Signaling by VEGF	rs3807989,rs2306677,rs17036350,rs17086609,rs741301,rs13230047,rs3753242,rs9472138,rs999943,rs12344583,rs10488031,rs3889237,rs3780792,rs4821544,rs2032794,rs4132509,rs6051520,rs11984075,rs2084385,rs7873102
reactome	R-HSA-195721	Signaling by WNT	rs2074404,rs291353,rs7903146,rs2736100,rs3736228,rs7922491,rs9642880,rs1513670,rs4944092,rs6118083,rs2566755,rs2257205,rs710841,rs956237,rs999943,rs10958409,rs10903122,rs9623117,rs415430,rs7349332,rs2517388,rs1869901,rs3807989,rs2306677,rs16826658,rs1504749,rs9466056,rs6056209,rs2659546,rs7901695,rs4962416,rs3796804,rs1802295,rs12484776,rs1733724,rs139909,rs11158493,rs3889237,rs9357155,rs2853676,rs9298506,rs831571
reactome	R-HSA-4791275	Signaling by WNT in cancer	rs1733724,rs4962416,rs7903146,rs7901695,rs11158493,rs3736228,rs2257205
reactome	R-HSA-1839122	Signaling by activated point mutants of FGFR1	rs1458038,rs152528
reactome	R-HSA-1839130	Signaling by activated point mutants of FGFR3	rs1458038,rs152528
reactome	R-HSA-1839117	Signaling by cytosolic FGFR1 fusion mutants	rs1874326,rs744166,rs2301436,rs5751614
reactome	R-HSA-6802948	Signaling by high-kinase activity BRAF mutants	rs6056,rs10444502,rs786870,rs2283792,rs4767631,rs1378942
reactome	R-HSA-6802946	Signaling by moderate kinase activity BRAF mutants	rs6056,rs10444502,rs4767631,rs1127065,rs1378942,rs786870,rs2283792,rs10758669,rs11065987
reactome	R-HSA-8853336	Signaling by plasma membrane FGFR1 fusions	
reactome	R-HSA-983705	Signaling by the B Cell Receptor (BCR)	rs13017599,rs999943,rs2306677,rs8016947,rs2659546,rs290986,rs13031237,rs1600249,rs7238078,rs9357155,rs2736340,rs7812879,rs1432295,rs7665090,rs8035957,rs702873,rs831571
reactome	R-HSA-198765	Signalling to ERK5	rs12593813,rs2241423
reactome	R-HSA-187687	Signalling to ERKs	rs4130047,rs10748128,rs7587928,rs8085804,rs2283792
reactome	R-HSA-167044	Signalling to RAS	
reactome	R-HSA-198745	Signalling to STAT3	rs744166
reactome	R-HSA-187706	Signalling to p38 via RIT and RIN	rs4130047,rs8085804
reactome	R-HSA-426486	Small interfering RNA (siRNA) biogenesis	
reactome	R-HSA-445355	Smooth Muscle Contraction	rs1551943,rs1926203,rs2900976,rs2084385,rs3758354
reactome	R-HSA-427652	Sodium-coupled phosphate cotransporters	rs6420094
reactome	R-HSA-433137	Sodium-coupled sulphate, di- and tri-carboxylate transporters	
reactome	R-HSA-425561	Sodium/Calcium exchangers	rs4258076,rs12896399,rs12883884
reactome	R-HSA-425986	Sodium/Proton exchangers	rs7632299,rs1371924,rs2800
reactome	R-HSA-1300642	Sperm Motility And Taxes	rs11809207
reactome	R-HSA-1660661	Sphingolipid de novo biosynthesis	rs11083846,rs680379,rs7157785,rs425105
reactome	R-HSA-428157	Sphingolipid metabolism	rs794185,rs7157785,rs11083846,rs337847,rs680379,rs17126232,rs425105
reactome	R-HSA-1295596	Spry regulation of FGF signaling	rs9574565,rs2283792,rs534870
reactome	R-HSA-69541	Stabilization of p53	rs1801516,rs9357155,rs738722,rs1547014,rs12143943,rs831571
reactome	R-HSA-211994	Sterols are 12-hydroxylated by CYP8B1	
reactome	R-HSA-211736	Stimulation of the cell death response by PAK-2p34	rs2084385
reactome	R-HSA-2672351	Stimuli-sensing channels	rs1165205,rs10166942,rs2229116,rs11144134,rs17095830,rs1109748,rs4074536,rs3750965,rs7554607,rs2819742,rs2819770,rs12295638,rs7050529,rs9315632
reactome	R-HSA-390522	Striated Muscle Contraction	rs12476289,rs909116,rs365990
reactome	R-HSA-1614517	Sulfide oxidation to sulfate	
reactome	R-HSA-1614635	Sulfur amino acid metabolism	rs4636294,rs6586282,rs7023329
reactome	R-HSA-5683826	Surfactant metabolism	rs869244,rs2075726,rs6420094,rs2289700
reactome	R-HSA-69052	Switching of origins to a post-replicative state	rs8102137,rs16912145,rs2069408,rs9357155,rs16991615,rs837763,rs831571,rs236114
reactome	R-HSA-8849932	Synaptic adhesion-like molecules	rs12658202,rs4764039,rs7044355,rs2475335,rs649891,rs4764043,rs1975197,rs2160519,rs17584499
reactome	R-HSA-3000170	Syndecan interactions	rs3889237,rs12621278,rs2268983,rs7044529,rs441051,rs1008953
reactome	R-HSA-174495	Synthesis And Processing Of GAG, GAGPOL Polyproteins	
reactome	R-HSA-171286	Synthesis and processing of ENV and VPU	
reactome	R-HSA-2142816	Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE)	rs4086116,rs2185570,rs2470893,rs12767583,rs1057910,rs2108622,rs10509680,rs2472304
reactome	R-HSA-2142712	Synthesis of 12-eicosatetraenoic acid derivatives	
reactome	R-HSA-2142770	Synthesis of 15-eicosatetraenoic acid derivatives	
reactome	R-HSA-2142688	Synthesis of 5-eicosatetraenoic acids	rs854555
reactome	R-HSA-1483076	Synthesis of CL	
reactome	R-HSA-69239	Synthesis of DNA	rs2069408,rs16991615,rs837763,rs236114,rs690705,rs8102137,rs16912145,rs2277339,rs9357155,rs831571
reactome	R-HSA-446199	Synthesis of Dolichyl-phosphate	
reactome	R-HSA-446205	Synthesis of GDP-mannose	
reactome	R-HSA-2142696	Synthesis of Hepoxilins (HX) and Trioxilins (TrX)	
reactome	R-HSA-1855183	Synthesis of IP2, IP, and Ins in the cytosol	rs7506045
reactome	R-HSA-1855204	Synthesis of IP3 and IP4 in the cytosol	rs2274223,rs3765524,rs6056209,rs6118083,rs3781264,rs1869901
reactome	R-HSA-1855231	Synthesis of IPs in the ER lumen	rs9664222
reactome	R-HSA-1855191	Synthesis of IPs in the nucleus	rs9969804
reactome	R-HSA-77111	Synthesis of Ketone Bodies	
reactome	R-HSA-2142691	Synthesis of Leukotrienes (LT) and Eoxins (EX)	rs2108622,rs255049,rs255052,rs5751901
reactome	R-HSA-2142700	Synthesis of Lipoxins (LX)	
reactome	R-HSA-1483166	Synthesis of PA	rs2285714,rs7435,rs4664308
reactome	R-HSA-1483191	Synthesis of PC	rs494620,rs1857353,rs2736428,rs10460009
reactome	R-HSA-1483213	Synthesis of PE	rs10460009
reactome	R-HSA-1483148	Synthesis of PG	rs4129767
reactome	R-HSA-1483226	Synthesis of PI	
reactome	R-HSA-1483248	Synthesis of PIPs at the ER membrane	
reactome	R-HSA-1660514	Synthesis of PIPs at the Golgi membrane	
reactome	R-HSA-1660516	Synthesis of PIPs at the early endosome membrane	rs2302189
reactome	R-HSA-1660517	Synthesis of PIPs at the late endosome membrane	rs2302189
reactome	R-HSA-1660499	Synthesis of PIPs at the plasma membrane	rs6585827,rs12537
reactome	R-HSA-8847453	Synthesis of PIPs in the nucleus	
reactome	R-HSA-1483101	Synthesis of PS	
reactome	R-HSA-2162123	Synthesis of Prostaglandins (PG) and Thromboxanes (TX)	
reactome	R-HSA-446210	Synthesis of UDP-N-acetyl-glucosamine	
reactome	R-HSA-8866652	Synthesis of active ubiquitin: roles of E1 and E2 enzymes	rs1394125,rs16912145,rs4821112,rs5754217
reactome	R-HSA-192105	Synthesis of bile acids and bile salts	rs9635963,rs16856332,rs552976
reactome	R-HSA-193775	Synthesis of bile acids and bile salts via 24-hydroxycholesterol	
reactome	R-HSA-193807	Synthesis of bile acids and bile salts via 27-hydroxycholesterol	
reactome	R-HSA-193368	Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol	rs552976,rs16856332
reactome	R-HSA-5358493	Synthesis of diphthamide-EEF2	
reactome	R-HSA-162699	Synthesis of dolichyl-phosphate mannose	
reactome	R-HSA-480985	Synthesis of dolichyl-phosphate-glucose	
reactome	R-HSA-2142670	Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET)	rs4086116,rs2185570,rs2470893,rs12767583,rs1057910,rs10509680,rs2472304
reactome	R-HSA-162710	Synthesis of glycosylphosphatidylinositol (GPI)	
reactome	R-HSA-1855167	Synthesis of pyrophosphates in the cytosol	rs9969804
reactome	R-HSA-446219	Synthesis of substrates in N-glycan biosythesis	rs10873876,rs9378688,rs16861329,rs11220462,rs2216228,rs10937275,rs2236653,rs10743430
reactome	R-HSA-75876	Synthesis of very long-chain fatty acyl-CoAs	rs3734398
reactome	R-HSA-6782861	Synthesis of wybutosine at G37 of tRNA(Phe)	
reactome	R-HSA-422085	Synthesis, secretion, and deacylation of Ghrelin	rs7111341,rs5742692
reactome	R-HSA-381771	Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)	rs7901695,rs7903146
reactome	R-HSA-400511	Synthesis, secretion, and inactivation of Glucose-dependent Insulinotropic Polypeptide (GIP)	
reactome	R-HSA-5358752	T41 mutants of beta-catenin aren't phosphorylated	rs11158493
reactome	R-HSA-445989	TAK1 activates NFkB by phosphorylation and activation of IKKs complex	rs2070600,rs11618202,rs40457,rs968451,rs8016947,rs2076756,rs2413583,rs5743289,rs9302752,rs7665090
reactome	R-HSA-6791462	TALDO1 deficiency: failed conversion of  Fru(6)P, E4P to SH7P, GA3P	
reactome	R-HSA-6791055	TALDO1 deficiency: failed conversion of SH7P, GA3P to Fru(6)P, E4P	
reactome	R-HSA-8854214	TBC/RABGAPs	rs2967605,rs1561570
reactome	R-HSA-201681	TCF dependent signaling in response to WNT	rs3807989,rs2074404,rs16826658,rs7903146,rs9466056,rs1504749,rs2736100,rs3736228,rs9642880,rs1513670,rs7901695,rs2257205,rs956237,rs2517388,rs1733724,rs10958409,rs10903122,rs11158493,rs415430,rs9357155,rs2853676,rs9298506,rs831571
reactome	R-HSA-5339700	TCF7L2 mutants don't bind CTBP	rs7901695,rs4962416,rs7903146
reactome	R-HSA-202403	TCR signaling	rs3129882,rs864537,rs40457,rs2056626,rs9277535,rs2856718,rs7775228,rs16912145,rs7238078,rs10484561,rs9357152,rs3129890,rs2301271,rs987870,rs3077,rs3135363,rs13192471,rs9275698,rs6903608,rs2647044,rs7765379,rs660895,rs3135338,rs2647012,rs8016947,rs9271366,rs2476601,rs1378942,rs9275572,rs7774434,rs2858331,rs9357155,rs7665090,rs2084385,rs7453920,rs6457617,rs831571
reactome	R-HSA-5221030	TET1,2,3 and TDG demethylate DNA	
reactome	R-HSA-8866911	TFAP2 (AP-2) family regulates transcription of cell cycle factors	rs9642880,rs1321311
reactome	R-HSA-8866910	TFAP2 (AP-2) family regulates transcription of growth factors and their receptors	rs543650,rs1999805,rs454305,rs6902771,rs9472138,rs11979158,rs2504063,rs987237
reactome	R-HSA-8866906	TFAP2 (AP-2) family regulates transcription of other transcription factors	
reactome	R-HSA-8869496	TFAP2A acts as a transcriptional repressor during retinoic acid induced cell differentiation	
reactome	R-HSA-2173789	TGF-beta receptor signaling activates SMADs	rs2302189,rs4939827,rs744910
reactome	R-HSA-2173791	TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)	rs3753242,rs7905537
reactome	R-HSA-3656532	TGFBR1 KD Mutants in Cancer	rs744910
reactome	R-HSA-3656535	TGFBR1 LBD Mutants in Cancer	
reactome	R-HSA-3645790	TGFBR2 Kinase Domain Mutants in Cancer	
reactome	R-HSA-3642279	TGFBR2 MSI Frameshift Mutants in Cancer	
reactome	R-HSA-5602566	TICAM1 deficiency - HSE	
reactome	R-HSA-168927	TICAM1, RIP1-mediated IKK complex recruitment	rs16912145
reactome	R-HSA-9014325	TICAM1,TRAF6-dependent induction of TAK1 complex	rs2413583,rs968451
reactome	R-HSA-9013973	TICAM1-dependent activation of IRF3/IRF7	rs10133111
reactome	R-HSA-5602410	TLR3 deficiency - HSE	
reactome	R-HSA-9013957	TLR3-mediated TICAM1-dependent programmed cell death	
reactome	R-HSA-5676594	TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway	rs9594738,rs9594759,rs1077667,rs2957128,rs3018362,rs6074022,rs10133111
reactome	R-HSA-75893	TNF signaling	rs2327832,rs2413583,rs2230926,rs968451,rs1800693,rs610604,rs3761847
reactome	R-HSA-5357956	TNFR1-induced NFkappaB signaling pathway	rs2327832,rs2413583,rs2230926,rs968451,rs1800693,rs610604,rs3761847
reactome	R-HSA-5357786	TNFR1-induced proapoptotic signaling	rs1800693,rs2230926,rs2327832,rs610604
reactome	R-HSA-5626978	TNFR1-mediated ceramide production	rs1800693
reactome	R-HSA-5668541	TNFR2 non-canonical NF-kB pathway	rs4844096,rs3803800,rs5936487,rs10133111,rs4355801,rs2006996,rs6993813,rs2205960,rs6469804,rs9594738,rs9594759,rs4273077,rs1800693,rs6478108,rs6074022,rs9357155,rs1077667,rs2957128,rs3018362,rs831571,rs6478109
reactome	R-HSA-5669034	TNFs bind their physiological receptors	rs9594738,rs9594759,rs4844096,rs1800693,rs3803800,rs5936487,rs6478108,rs4273077,rs4355801,rs2006996,rs6993813,rs1077667,rs2205960,rs6469804,rs6478109
reactome	R-HSA-5628897	TP53 Regulates Metabolic Genes	rs694739,rs17036350,rs12484776,rs710521,rs139909,rs7610017,rs10937405,rs7795096,rs7805747,rs9623117,rs4132509
reactome	R-HSA-6803207	TP53 Regulates Transcription of Caspase Activators and Caspases	rs10937405,rs1801516,rs710521,rs7610017
reactome	R-HSA-6791312	TP53 Regulates Transcription of Cell Cycle Genes	rs8102137,rs2069408,rs1321311
reactome	R-HSA-5633008	TP53 Regulates Transcription of Cell Death Genes	rs10937405,rs1801516,rs13278062,rs896854,rs2234978,rs710521,rs7610017
reactome	R-HSA-6796648	TP53 Regulates Transcription of DNA Repair Genes	rs1801516,rs6761,rs4601609
reactome	R-HSA-6803211	TP53 Regulates Transcription of Death Receptors and Ligands	rs10937405,rs13278062,rs2234978,rs710521,rs7610017
reactome	R-HSA-6803204	TP53 Regulates Transcription of Genes Involved in Cytochrome C Release	rs10937405,rs1801516,rs896854,rs710521,rs7610017
reactome	R-HSA-6804116	TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest	rs8102137,rs2069408,rs1321311
reactome	R-HSA-6804114	TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest	
reactome	R-HSA-6804115	TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain	
reactome	R-HSA-6803205	TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain	rs10937405,rs710521,rs7610017
